capitulo;grupo;codigo;tipo;descricao
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X966;subcategoria;Agressão por meio de material explosivo - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X967;subcategoria;Agressão por meio de material explosivo - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X968;subcategoria;Agressão por meio de material explosivo - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X969;subcategoria;Agressão por meio de material explosivo - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X97;categoria;Agressão por meio de fumaça, fogo e chamas
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X970;subcategoria;Agressão por meio de fumaça, fogo e chamas - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X971;subcategoria;Agressão por meio de fumaça, fogo e chamas - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X972;subcategoria;Agressão por meio de fumaça, fogo e chamas - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X973;subcategoria;Agressão por meio de fumaça, fogo e chamas - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X974;subcategoria;Agressão por meio de fumaça, fogo e chamas - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X975;subcategoria;Agressão por meio de fumaça, fogo e chamas - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X976;subcategoria;Agressão por meio de fumaça, fogo e chamas - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X977;subcategoria;Agressão por meio de fumaça, fogo e chamas - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X978;subcategoria;Agressão por meio de fumaça, fogo e chamas - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X979;subcategoria;Agressão por meio de fumaça, fogo e chamas - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X98;categoria;Agressão por meio de vapor de água, gases ou objetos quentes
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X980;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X981;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X982;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X983;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X984;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X985;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X986;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X987;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X988;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X989;subcategoria;Agressão por meio de vapor de água, gases ou objetos quentes - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X99;categoria;Agressão por meio de objeto cortante ou penetrante
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X990;subcategoria;Agressão por meio de objeto cortante ou penetrante - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X991;subcategoria;Agressão por meio de objeto cortante ou penetrante - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X992;subcategoria;Agressão por meio de objeto cortante ou penetrante - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X993;subcategoria;Agressão por meio de objeto cortante ou penetrante - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X994;subcategoria;Agressão por meio de objeto cortante ou penetrante - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X995;subcategoria;Agressão por meio de objeto cortante ou penetrante - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X996;subcategoria;Agressão por meio de objeto cortante ou penetrante - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X997;subcategoria;Agressão por meio de objeto cortante ou penetrante - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X998;subcategoria;Agressão por meio de objeto cortante ou penetrante - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;X999;subcategoria;Agressão por meio de objeto cortante ou penetrante - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y00;categoria;Agressão por meio de um objeto contundente
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y000;subcategoria;Agressão por meio de um objeto contundente - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y001;subcategoria;Agressão por meio de um objeto contundente - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y002;subcategoria;Agressão por meio de um objeto contundente - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y003;subcategoria;Agressão por meio de um objeto contundente - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y004;subcategoria;Agressão por meio de um objeto contundente - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y005;subcategoria;Agressão por meio de um objeto contundente - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y006;subcategoria;Agressão por meio de um objeto contundente - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y007;subcategoria;Agressão por meio de um objeto contundente - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y008;subcategoria;Agressão por meio de um objeto contundente - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y009;subcategoria;Agressão por meio de um objeto contundente - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y01;categoria;Agressão por meio de projeção de um lugar elevado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y010;subcategoria;Agressão por meio de projeção de um lugar elevado - residência
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y011;subcategoria;Agressão por meio de projeção de um lugar elevado - habitação coletiva
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y012;subcategoria;Agressão por meio de projeção de um lugar elevado - escolas, outras instituições e áreas de administração pública
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y013;subcategoria;Agressão por meio de projeção de um lugar elevado - área para a prática de esportes e atletismo
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y014;subcategoria;Agressão por meio de projeção de um lugar elevado - rua e estrada
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y015;subcategoria;Agressão por meio de projeção de um lugar elevado - áreas de comércio e de serviços
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y016;subcategoria;Agressão por meio de projeção de um lugar elevado - áreas industriais e em construção
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y017;subcategoria;Agressão por meio de projeção de um lugar elevado - fazenda
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y018;subcategoria;Agressão por meio de projeção de um lugar elevado - outros locais especificados
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y019;subcategoria;Agressão por meio de projeção de um lugar elevado - local não especificado
Capítulo XX - Causas externas de morbidade e de mortalidade;Agressões;Y02;categoria;Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento
